iter	Logloss
551	0.2124454266
552	0.2123567191
553	0.2122682257
554	0.2120513252
555	0.2119223211
556	0.2117856086
557	0.2116351868
558	0.211527645
559	0.2114739581
560	0.2113204621
561	0.2112073568
562	0.211142662
563	0.2109941042
564	0.210852746
565	0.2107461682
566	0.2106510375
567	0.2105141116
568	0.210368922
569	0.2102377007
570	0.2101338074
571	0.209967968
572	0.2098804871
573	0.2097988904
574	0.2096959081
575	0.2096035725
576	0.2094489763
577	0.209301077
578	0.2091619771
579	0.2090367939
580	0.2088559034
581	0.2087108556
582	0.208595576
583	0.2084858981
584	0.2084275844
585	0.2083287132
586	0.2082028311
587	0.20810467
588	0.2080009239
589	0.2078888403
590	0.2077970833
591	0.2076558835
592	0.207567777
593	0.2074779709
594	0.207384168
595	0.2073002562
596	0.2072117105
597	0.2071032005
598	0.2070418583
599	0.2069359993
600	0.206849545
601	0.2066780774
602	0.2065488708
603	0.2064306936
604	0.2063332806
605	0.2062501072
606	0.2060831613
607	0.2059530003
608	0.2058207435
609	0.2057278858
610	0.2056065737
611	0.2055109337
612	0.2053556855
613	0.2052519343
614	0.2051210183
615	0.2050053181
616	0.2048401864
617	0.2047564592
618	0.2046203438
619	0.2044875159
620	0.2043789433
621	0.2042653567
622	0.2041054416
623	0.2040364214
624	0.2039134722
625	0.2037765593
626	0.2036826427
627	0.2035777903
628	0.2034646507
629	0.2033263557
630	0.2033075836
631	0.2032080702
632	0.2030965502
633	0.2030432172
634	0.2029142154
635	0.2028394283
636	0.2027268003
637	0.202554186
638	0.2024516166
639	0.2023268815
640	0.2022389565
641	0.2021141193
642	0.2020413376
643	0.2019576095
644	0.2018429937
645	0.2017476651
646	0.2016494845
647	0.2015803112
648	0.2015159769
649	0.2013370684
650	0.2011960122
651	0.2010902932
652	0.2009858693
653	0.2009001049
654	0.2007830664
655	0.2006829082
656	0.2006020705
657	0.2005170664
658	0.2003962384
659	0.2003070831
660	0.2001978835
661	0.2000565818
662	0.1999470169
663	0.1998518383
664	0.1997530597
665	0.199645665
666	0.1995403953
667	0.1994720744
668	0.1993556348
669	0.1991647983
670	0.1990423223
671	0.1989050738
672	0.1987950701
673	0.1987037211
674	0.1986071037
675	0.1985316636
676	0.1983837728
677	0.1983000388
678	0.1982347285
679	0.198107219
680	0.197996231
681	0.1979074665
682	0.1977304656
683	0.1976431374
684	0.1975446005
685	0.1974479708
686	0.1973366281
687	0.1972205565
688	0.197096237
689	0.1969842985
690	0.1968717323
691	0.1968042872
692	0.1967134741
693	0.1965953698
694	0.1965300561
695	0.1964273377
696	0.1963570303
697	0.1962493051
698	0.1961580997
699	0.1960556599
700	0.1959475385
701	0.1958778851
702	0.1957760568
703	0.1956552108
704	0.1955583073
705	0.1954685469
706	0.1953649218
707	0.1952809572
708	0.1951951526
709	0.1950817461
710	0.19498928
711	0.1948907506
712	0.194675631
713	0.1945862604
714	0.1944751551
715	0.1943470965
716	0.1942140832
717	0.194100621
718	0.193970578
719	0.1939052565
720	0.1938302086
721	0.1936741456
722	0.1935749154
723	0.1934703144
724	0.1933822026
725	0.1933246728
726	0.1932215076
727	0.1931392353
728	0.193033095
729	0.1928961675
730	0.1927667373
731	0.1926727729
732	0.1925653414
733	0.1924731464
734	0.1923525178
735	0.1922358768
736	0.1921429234
737	0.1920859984
738	0.1919838823
739	0.1918899902
740	0.1917469651
741	0.1916921452
742	0.1916359778
743	0.1915668056
744	0.1914935637
745	0.191431355
746	0.1913319165
747	0.1912474829
748	0.1911549275
749	0.1910738641
750	0.1909675236
751	0.1908441473
752	0.1907533335
753	0.1906344576
754	0.190543424
755	0.1904672133
756	0.1903680864
757	0.1902547269
758	0.190173255
759	0.1900418241
760	0.1899360128
761	0.1898293679
762	0.1897484638
763	0.1896678998
764	0.1896112911
765	0.1895601346
766	0.1894666591
767	0.1892860388
768	0.1891732938
769	0.1890922366
770	0.1890341478
771	0.1889567452
772	0.1888672831
773	0.1888030829
774	0.1887296978
775	0.1886550014
776	0.1885641707
777	0.1884770308
778	0.1884144534
779	0.1883249389
780	0.1881906615
781	0.1881269935
782	0.1880123493
783	0.1878828671
784	0.1878168911
785	0.187659868
786	0.1875851864
787	0.1874786124
788	0.1874305743
789	0.187375685
790	0.1873005213
791	0.1872326639
792	0.1871348985
793	0.1870499367
794	0.1869752925
795	0.1869075788
796	0.1868282408
797	0.1866804267
798	0.1865394736
799	0.186461346
800	0.186381004
801	0.186302104
802	0.1862350393
803	0.1860883931
804	0.1859875786
805	0.185899697
806	0.1858126415
807	0.1857509409
808	0.1856477149
809	0.1855754312
810	0.1854645594
811	0.1854078179
812	0.1852708148
813	0.1851633651
814	0.1850274742
815	0.1849318812
816	0.184849986
817	0.1847763834
818	0.1847025624
819	0.1846027568
820	0.1845580496
821	0.1844978979
822	0.1843585623
823	0.184290385
824	0.1842332247
825	0.184112282
826	0.1840441626
827	0.1839954332
828	0.1839110535
829	0.1838424476
830	0.1837923727
831	0.1836988997
832	0.1836168632
833	0.1835658364
834	0.1834377374
835	0.1833680928
836	0.1832861828
837	0.1832112614
838	0.183053986
839	0.1829610753
840	0.182895594
841	0.1828440792
842	0.1827391495
843	0.1826693644
844	0.1826035122
845	0.182511366
846	0.1824631375
847	0.1823448535
848	0.182280088
849	0.1822048725
850	0.1820495186
851	0.1819921971
852	0.1819113127
853	0.1818019677
854	0.1817309216
855	0.1816115201
856	0.1815349128
857	0.1814464064
858	0.1813489823
859	0.1812304306
860	0.1811113865
861	0.1810876166
862	0.1810015863
863	0.1809397683
864	0.1808663611
865	0.1807916999
866	0.1807045772
867	0.1806490567
868	0.180603933
869	0.1805530366
870	0.1804081407
871	0.1803472407
872	0.1802919984
873	0.1801649383
874	0.1800517092
875	0.1799990232
876	0.179929482
877	0.1798806794
878	0.1798326271
879	0.1797848431
880	0.1797090367
881	0.1796527856
882	0.1795849017
883	0.1795222036
884	0.1794400014
885	0.1793812892
886	0.1792495149
887	0.1791676346
888	0.1790909661
889	0.1790259245
890	0.1789650449
891	0.1788788691
892	0.1788148893
893	0.1787033657
894	0.1786399147
895	0.1785659846
896	0.1784622429
897	0.1784134055
898	0.1783592035
899	0.1783120983
900	0.1781771306
901	0.1781215156
902	0.1780089988
903	0.1779615359
904	0.1779192619
905	0.1778677471
906	0.1777748757
907	0.1776918681
908	0.1776185731
909	0.1775384622
910	0.1774781693
911	0.1774317154
912	0.1773822083
913	0.1773499254
914	0.1772890681
915	0.1772095463
916	0.1771500416
917	0.1770219714
918	0.1769815911
919	0.1769361304
920	0.1768766182
921	0.1767754963
922	0.1767056316
923	0.1766532537
924	0.176596213
925	0.1765523213
926	0.1764773813
927	0.1763968071
928	0.1762724486
929	0.1762267503
930	0.1761516128
931	0.1760700951
932	0.175979727
933	0.175905077
934	0.1757928615
935	0.1757339671
936	0.1756277594
937	0.1755637137
938	0.1754853386
939	0.1753857701
940	0.1753427675
941	0.1752474475
942	0.175185789
943	0.1750844552
944	0.1750413415
945	0.1749247705
946	0.174831179
947	0.1747799273
948	0.1747346105
949	0.1746783214
950	0.1745789917
951	0.1744734732
952	0.1744092689
953	0.1743556801
954	0.1742925099
955	0.1742321385
956	0.1741677473
957	0.1741152776
958	0.1740651494
959	0.1740115422
960	0.1739225413
961	0.1738662341
962	0.1737461454
963	0.1736363995
964	0.1735865163
965	0.1735166679
966	0.1734626542
967	0.1734156835
968	0.173359613
969	0.1732875843
970	0.1732157626
971	0.1731538545
972	0.1731279374
973	0.1730582163
974	0.1729924191
975	0.1729173162
976	0.1728424378
977	0.1727872178
978	0.1726897698
979	0.1726306968
980	0.172552197
981	0.1724934195
982	0.1724088441
983	0.1723779099
984	0.1723372647
985	0.1722774584
986	0.1722077514
987	0.1721516394
988	0.17209899
989	0.1719981022
990	0.1719254829
991	0.1718753084
992	0.1717728088
993	0.1716809639
994	0.1716281587
995	0.1715878575
996	0.1715223889
997	0.1714551109
998	0.1713805264
999	0.1713124508
